fish_table_id,anem_table_id,"fish_obs_time","fish_spp",size,"color","sex",fin_id,"sample_id","tag_id","recap","fish_notes","fish_collector","fish_correction","fish_corr_date","fish_corr_editor","fish_corr_message"
5573,11499,"15:41:00","APCL",8,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, tried for a long time but couldn't catch",NULL,NULL,NULL,NULL,NULL
5579,7120,NULL,"APCL",8,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
5586,11489,"13:47:00","APCL",2,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5590,10653,"13:06:00","APCL",1,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5593,11083,"13:30:00","APCL",4,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, fish observed, anem later visited and fish caught or re-observed",NULL,NULL,NULL,NULL,NULL
5601,10653,"13:06:00","APCL",1,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
5605,11083,"13:30:00","APCL",6,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, fish observed, anem later visited and fish caught or re-observed",NULL,NULL,NULL,NULL,NULL
6788,6245,NULL,"APPE",1,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","G_S",NULL,NULL,NULL,NULL
6789,6245,NULL,"APPE",1,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","G_S",NULL,NULL,NULL,NULL
6825,3188,NULL,"APOC",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","G_S",NULL,NULL,NULL,NULL
6868,6227,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","G_S",NULL,NULL,NULL,NULL
7047,6642,NULL,"APPE",8,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7074,6697,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7090,6707,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7094,6707,NULL,"APCL",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7160,6748,NULL,"APOC",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7165,6748,NULL,"APOC",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7280,6592,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7282,6592,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7284,6601,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7285,6609,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, all fish swam away when Gerry came","MRS",NULL,NULL,NULL,NULL
7292,6612,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7298,6613,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7301,6628,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7317,6683,NULL,"APPE",2.5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7323,6698,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 403468 GREEN/403603 GREEN","MRS",NULL,NULL,NULL,NULL
7329,6698,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 403468 GREEN/403603 GREEN","MRS",NULL,NULL,NULL,NULL
7352,6795,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7511,7156,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
7524,7171,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7540,7221,NULL,"APCL",7,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7545,7280,NULL,"APPE",9,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7567,7318,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7574,7328,NULL,"APCL",3,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, Old tag is unreadable","MRS",NULL,NULL,NULL,NULL
7599,7391,NULL,"APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7673,7705,NULL,"APCL",9,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, Can't read old tag but it has 111","MRS",NULL,NULL,NULL,NULL
7734,7795,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7814,7965,NULL,"APCL",3,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7858,7315,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
7875,7810,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8413,6258,NULL,"APCL",2.5,"Y",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8468,10594,"13:32:00","APCL",3,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, adjacent to ENQD",NULL,NULL,NULL,NULL,NULL
8501,8010,NULL,"APCL",9,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8508,6810,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8514,6596,NULL,"APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8520,6600,NULL,"APCL",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8528,6609,NULL,"APCL",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, all fish swam away when Gerry came","MRS",NULL,NULL,NULL,NULL
8532,6612,NULL,"APCL",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8534,6608,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8554,6643,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8564,6665,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8587,6748,NULL,"APOC",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8606,6592,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8607,6606,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8608,6628,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8612,6697,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8617,6795,NULL,"APPE",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8618,11373,"10:40:00","APCL",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
8640,6837,NULL,"APCL",2.5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8645,10996,"15:04:00","APCL",3,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
8673,6895,NULL,"APCL",9,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, Two large fish swam away. Anemone spp marked based on Malin's memory. It was pulled into a crack when Michelle saw it.","MRS",NULL,NULL,NULL,NULL
8676,6909,NULL,"APCL",2,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, MRS and MLP guessed that the 5.1 is #66 because a tube exists and no other fish was #66.","MRS",NULL,NULL,NULL,NULL
8679,6918,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, Malin estimated 2 small fish sizes","MRS",NULL,NULL,NULL,NULL
8685,11102,"12:42:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
8690,6930,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8695,6940,NULL,"APCL",10,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, The 2 large fish have very black bodies, cannot find an anemone nearby, looking for ENQD or STME; the 2 smaller fish are orange bodied and look like HECR fish","MRS",NULL,NULL,NULL,NULL
8702,6966,NULL,"APCL",6,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 6 were \"two mid-size fish\"","MRS",NULL,NULL,NULL,NULL
8706,6966,NULL,"APCL",6,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 6 were \"two mid-size fish\"","MRS",NULL,NULL,NULL,NULL
8721,7010,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, There is also an ~8cm fish with a cut tail","MRS",NULL,NULL,NULL,NULL
8747,7677,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8754,7126,NULL,"APCL",1,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8767,7182,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8773,7171,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8777,7209,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8797,7344,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8798,7353,NULL,"APCL",3,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8833,7705,NULL,"APCL",9,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, Can't read old tag but it has 111","MRS",NULL,NULL,NULL,NULL
8876,7810,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
8899,10678,"10:31:00","APCL",1,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
8974,6258,NULL,"APCL",2.5,"Y",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9073,11037,"14:30:00","APCL",3,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
9090,11347,"11:08:00","APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
9118,11182,"10:45:00","APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
9340,6654,NULL,"APSA",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9354,6641,NULL,"APCL",8,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9426,6224,NULL,"APCL",0.5,"BW",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","G_S",NULL,NULL,NULL,NULL
9472,3188,NULL,"APOC",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","G_S",NULL,NULL,NULL,NULL
9541,7328,NULL,"APPE",2.5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, Old tag is unreadable","MRS",NULL,NULL,NULL,NULL
9543,6314,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9552,7677,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9575,6309,NULL,"APOC",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9578,7315,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9595,7965,NULL,"APCL",3,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9608,11271,"16:07:00","APPE",8,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
9621,7789,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9662,6613,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9673,7318,NULL,"APCL",6,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9681,7280,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9686,7182,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9759,6940,NULL,"APCL",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, The 2 large fish have very black bodies, cannot find an anemone nearby, looking for ENQD or STME; the 2 smaller fish are orange bodied and look like HECR fish","MRS",NULL,NULL,NULL,NULL
9824,6606,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9885,6643,NULL,"APPE",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9900,6623,NULL,"APCL",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9903,6609,NULL,"APCL",7,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, all fish swam away when Gerry came","MRS",NULL,NULL,NULL,NULL
9910,7328,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, Old tag is unreadable","MRS",NULL,NULL,NULL,NULL
9984,7118,NULL,"APOC",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9985,6600,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
10014,6612,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
10051,6227,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","G_S",NULL,NULL,NULL,NULL
10078,6258,NULL,"APCL",4,"Y",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
10092,6698,NULL,"APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 403468 GREEN/403603 GREEN","MRS",NULL,NULL,NULL,NULL
10104,6612,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
10178,6577,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
10183,11461,"09:43:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem",NULL,NULL,NULL,NULL,NULL
10190,6321,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
10219,7200,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
1776,11007,"13:19:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 10 fish under 3cm",NULL,NULL,NULL,NULL,NULL
2191,11007,"13:19:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 10 fish under 3cm",NULL,NULL,NULL,NULL,NULL
2415,11007,"13:19:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 10 fish under 3cm",NULL,NULL,NULL,NULL,NULL
2722,11007,"13:19:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 10 fish under 3cm",NULL,NULL,NULL,NULL,NULL
2725,11007,"13:19:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 10 fish under 3cm",NULL,NULL,NULL,NULL,NULL
2727,11007,"13:19:00","APCL",2,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 10 fish under 3cm",NULL,NULL,NULL,NULL,NULL
2893,11007,"13:19:00","APCL",3,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 10 fish under 3cm",NULL,NULL,NULL,NULL,NULL
2967,11007,"13:19:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 10 fish under 3cm",NULL,NULL,NULL,NULL,NULL
5104,11007,"13:19:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 10 fish under 3cm",NULL,NULL,NULL,NULL,NULL
5134,11007,"13:19:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 10 fish under 3cm",NULL,NULL,NULL,NULL,NULL
4371,5689,NULL,"APCL",1.5,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 4 fish that are 1.5 W","MRS",NULL,NULL,NULL,NULL
4751,5689,NULL,"APCL",1.5,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 4 fish that are 1.5 W","MRS",NULL,NULL,NULL,NULL
5455,5689,NULL,"APCL",1.5,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 4 fish that are 1.5 W","MRS",NULL,NULL,NULL,NULL
9128,5689,NULL,"APCL",1.5,"W",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 4 fish that are 1.5 W","MRS",NULL,NULL,NULL,NULL
1753,10492,"10:54:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 4 small unsampled fish",NULL,NULL,NULL,NULL,NULL
5056,10492,"10:54:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 4 small unsampled fish",NULL,NULL,NULL,NULL,NULL
5348,10492,"10:54:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 4 small unsampled fish",NULL,NULL,NULL,NULL,NULL
9138,10492,"10:54:00","APCL",1,"YR",NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 4 small unsampled fish",NULL,NULL,NULL,NULL,NULL
4376,21,NULL,"APOC",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 2 APPE of same size on anem","MLP",NULL,NULL,NULL,NULL
8688,21,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 2 APPE of same size on anem","MLP",NULL,NULL,NULL,NULL
8717,21,NULL,"APPE",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 2 APPE of same size on anem","MLP",NULL,NULL,NULL,NULL
8742,21,NULL,"APPE",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 2 APPE of same size on anem","MLP",NULL,NULL,NULL,NULL
8768,21,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, 2 APPE of same size on anem","MLP",NULL,NULL,NULL,NULL
8908,111,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
9650,111,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
9933,165,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
9936,165,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
10123,165,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
9649,309,NULL,"APPE",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
9654,309,NULL,"APPE",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
4411,359,NULL,"APCL",1,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
4422,359,NULL,"APCL",1,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
9349,359,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
4430,366,NULL,"APPE",1.5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
4441,366,NULL,"APPE",1.5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
9139,389,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
9145,389,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
9282,389,NULL,"APPE",5,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
4485,390,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
4492,390,NULL,"APPE",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
8529,750,NULL,"APPO",6,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
8535,750,NULL,"APPO",4,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
8543,750,NULL,"APPO",2,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
8548,750,NULL,"APPO",12,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
9898,750,NULL,"APPO",12,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MLP",NULL,NULL,NULL,NULL
9537,1745,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9697,1745,NULL,"APPE",6,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9817,1745,NULL,"APPE",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
6889,1762,NULL,"APCL",1,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
6891,1762,NULL,"APCL",3,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
9460,1762,NULL,"APCL",1,NULL,NULL,NULL,NULL,NULL,NULL,"multiple fish of same size on anem, multiple fish of same size on anem","MRS",NULL,NULL,NULL,NULL
